generation,objective,operator,anc_prefix_k,fht_50,fht_10,lcc_at_k_frac,k,time_total,time_select,time_anc,unique_id,file
1,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_1.json
2,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_2.json
3,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_3.json
4,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_4.json
5,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_5.json
6,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_6.json
7,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_7.json
8,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_8.json
9,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_9.json
10,0.2489,e1,0.8565071738405072,292.8,379.8,0.85,150,10.090954065322876,7.9521191120147705,1.5151641368865967,a3f1b1047d388c8ea059e4fa18a6a736,population_generation_10.json
11,0.24723,e2,0.8565071738405072,288.6,372.4,0.85,150,37.68923568725586,35.51226472854614,1.4383525848388672,61258930e12364aacc6d243644f7beb9,population_generation_11.json
12,0.24723,e2,0.8565071738405072,288.6,372.4,0.85,150,37.68923568725586,35.51226472854614,1.4383525848388672,61258930e12364aacc6d243644f7beb9,population_generation_12.json
13,0.24723,e2,0.8565071738405072,288.6,372.4,0.85,150,37.68923568725586,35.51226472854614,1.4383525848388672,61258930e12364aacc6d243644f7beb9,population_generation_13.json
14,0.24723,e2,0.8565071738405072,288.6,372.4,0.85,150,37.68923568725586,35.51226472854614,1.4383525848388672,61258930e12364aacc6d243644f7beb9,population_generation_14.json
15,0.24723,e2,0.8565071738405072,288.6,372.4,0.85,150,37.68923568725586,35.51226472854614,1.4383525848388672,61258930e12364aacc6d243644f7beb9,population_generation_15.json
16,0.24296,e1,0.8562391004337669,278.8,372.8,0.8492000000000001,150,59.704055309295654,57.72435474395752,1.3654975891113281,48903224cd70aadd89c580589c1e0129,population_generation_16.json
17,0.24296,e1,0.8562391004337669,278.8,372.8,0.8492000000000001,150,59.704055309295654,57.72435474395752,1.3654975891113281,48903224cd70aadd89c580589c1e0129,population_generation_17.json
18,0.24296,e1,0.8562391004337669,278.8,372.8,0.8492000000000001,150,59.704055309295654,57.72435474395752,1.3654975891113281,48903224cd70aadd89c580589c1e0129,population_generation_18.json
19,0.24296,e1,0.8562391004337669,278.8,372.8,0.8492000000000001,150,59.704055309295654,57.72435474395752,1.3654975891113281,48903224cd70aadd89c580589c1e0129,population_generation_19.json
20,0.24296,e1,0.8562391004337669,278.8,372.8,0.8492000000000001,150,59.704055309295654,57.72435474395752,1.3654975891113281,48903224cd70aadd89c580589c1e0129,population_generation_20.json
21,0.24296,e1,0.8562391004337669,278.8,372.8,0.8492000000000001,150,59.704055309295654,57.72435474395752,1.3654975891113281,48903224cd70aadd89c580589c1e0129,population_generation_21.json
22,0.21262,m2,0.8565071738405072,255.8,301.0,0.85,150,23.284918546676636,21.38968539237976,1.2536251544952393,05fd4b2db8ed89ca404a8bca32756810,population_generation_22.json
23,0.21262,m2,0.8565071738405072,255.8,301.0,0.85,150,23.284918546676636,21.38968539237976,1.2536251544952393,05fd4b2db8ed89ca404a8bca32756810,population_generation_23.json
24,0.2121,e2,0.8564439132465799,255.6,298.0,0.85,150,67.44974684715271,65.57716774940491,1.2606143951416016,07a24a7c11e00c8cd5a568fa8008f68e,population_generation_24.json
25,0.2121,e2,0.8564439132465799,255.6,298.0,0.85,150,67.44974684715271,65.57716774940491,1.2606143951416016,07a24a7c11e00c8cd5a568fa8008f68e,population_generation_25.json
26,0.2121,e2,0.8564439132465799,255.6,298.0,0.85,150,67.44974684715271,65.57716774940491,1.2606143951416016,07a24a7c11e00c8cd5a568fa8008f68e,population_generation_26.json
27,0.2121,e2,0.8564439132465799,255.6,298.0,0.85,150,67.44974684715271,65.57716774940491,1.2606143951416016,07a24a7c11e00c8cd5a568fa8008f68e,population_generation_27.json
28,0.20305,e2,0.8565071738405072,251.6,277.4,0.85,150,617.7466447353363,615.7991442680359,1.3175716400146484,e298d78c59fbd7e07c0c1f0ad124e107,population_generation_28.json
29,0.20305,e2,0.8565071738405072,251.6,277.4,0.85,150,617.7466447353363,615.7991442680359,1.3175716400146484,e298d78c59fbd7e07c0c1f0ad124e107,population_generation_29.json
30,0.20305,e2,0.8565071738405072,251.6,277.4,0.85,150,617.7466447353363,615.7991442680359,1.3175716400146484,e298d78c59fbd7e07c0c1f0ad124e107,population_generation_30.json
