generation,pop_size,objective_best,objective_mean,objective_median,objective_min,objective_max,time_total_mean,time_select_mean,time_anc_mean,time_overhead_mean,file
-1,12,0.32297,0.3240041666666667,0.32317,0.32297,0.33069,6.667685767014821,4.591346263885498,1.3999436100323994,0.6763958930969238,population_generation_-1.json
0,6,0.32297,0.3231233333333333,0.32317,0.32297,0.32331,7.109644095102946,5.0596093734105425,1.3807017008463542,0.669333020846049,population_generation_0.json
1,6,0.32236,0.322965,0.32305,0.32236,0.32321,7.581676721572876,5.42775022983551,1.4468015034993489,0.7071249882380167,population_generation_1.json
2,6,0.32236,0.322965,0.32305,0.32236,0.32321,7.357453942298889,5.12315018971761,1.4880248308181763,0.7462789217631022,population_generation_2.json
3,6,0.32236,0.322965,0.32305,0.32236,0.32321,7.357453942298889,5.12315018971761,1.4880248308181763,0.7462789217631022,population_generation_3.json
4,6,0.32236,0.322965,0.32305,0.32236,0.32321,7.357453942298889,5.12315018971761,1.4880248308181763,0.7462789217631022,population_generation_4.json
5,6,0.32236,0.322965,0.32305,0.32236,0.32321,7.357453942298889,5.12315018971761,1.4880248308181763,0.7462789217631022,population_generation_5.json
6,6,0.32236,0.322965,0.32305,0.32236,0.32321,7.357453942298889,5.12315018971761,1.4880248308181763,0.7462789217631022,population_generation_6.json
7,6,0.32199,0.32276166666666667,0.32303,0.32199,0.32317,7.207036217053731,4.9765820900599165,1.4933634599049885,0.7370906670888265,population_generation_7.json
8,6,0.32199,0.3226633333333333,0.3229,0.32199,0.32303,7.31871231396993,5.162725766499837,1.4577996730804443,0.6981868743896484,population_generation_8.json
9,6,0.32199,0.3226583333333333,0.3229,0.32199,0.323,7.022752324740092,4.869098265965779,1.4461476802825928,0.7075063784917196,population_generation_9.json
10,6,0.32161,0.32242666666666664,0.32273,0.32161,0.32297,7.39798903465271,5.193585753440857,1.4859230915705364,0.7184801896413168,population_generation_10.json
11,6,0.32161,0.32242666666666664,0.32273,0.32161,0.32297,7.39798903465271,5.193585753440857,1.4859230915705364,0.7184801896413168,population_generation_11.json
12,6,0.32161,0.32236499999999996,0.3226,0.32161,0.3229,7.324232975641887,5.0436060428619385,1.5308702786763508,0.749756654103597,population_generation_12.json
13,6,0.32161,0.32236499999999996,0.3226,0.32161,0.3229,7.324232975641887,5.0436060428619385,1.5308702786763508,0.749756654103597,population_generation_13.json
14,6,0.32161,0.32236499999999996,0.3226,0.32161,0.3229,7.324232975641887,5.0436060428619385,1.5308702786763508,0.749756654103597,population_generation_14.json
15,6,0.32161,0.32231666666666664,0.3226,0.32161,0.32273,6.620574355125427,4.330138206481934,1.531025807062785,0.7594103415807089,population_generation_15.json
16,6,0.32161,0.322155,0.32236,0.32161,0.32261,6.280758221944173,4.008682608604431,1.5302237272262573,0.7418518861134847,population_generation_16.json
17,6,0.32161,0.322155,0.32236,0.32161,0.32261,6.280758221944173,4.008682608604431,1.5302237272262573,0.7418518861134847,population_generation_17.json
18,6,0.31998,0.32171666666666665,0.32199,0.31998,0.3226,6.34105916817983,4.046855290730794,1.5444904565811157,0.7497134208679199,population_generation_18.json
19,6,0.31998,0.32171666666666665,0.32199,0.31998,0.3226,6.34105916817983,4.046855290730794,1.5444904565811157,0.7497134208679199,population_generation_19.json
20,6,0.31998,0.32171666666666665,0.32199,0.31998,0.3226,6.34105916817983,4.046855290730794,1.5444904565811157,0.7497134208679199,population_generation_20.json
21,6,0.31998,0.32171666666666665,0.32199,0.31998,0.3226,6.34105916817983,4.046855290730794,1.5444904565811157,0.7497134208679199,population_generation_21.json
22,6,0.31998,0.32171666666666665,0.32199,0.31998,0.3226,6.34105916817983,4.046855290730794,1.5444904565811157,0.7497134208679199,population_generation_22.json
23,6,0.31998,0.32171666666666665,0.32199,0.31998,0.3226,6.34105916817983,4.046855290730794,1.5444904565811157,0.7497134208679199,population_generation_23.json
24,6,0.31998,0.32171666666666665,0.32199,0.31998,0.3226,6.34105916817983,4.046855290730794,1.5444904565811157,0.7497134208679199,population_generation_24.json
25,6,0.31998,0.321715,0.32199,0.31998,0.32259,6.243739525477092,3.99725349744161,1.511585791905721,0.7349002361297607,population_generation_25.json
26,6,0.31998,0.321715,0.32199,0.31998,0.32259,6.243739525477092,3.99725349744161,1.511585791905721,0.7349002361297607,population_generation_26.json
27,6,0.31998,0.321715,0.32199,0.31998,0.32259,6.243739525477092,3.99725349744161,1.511585791905721,0.7349002361297607,population_generation_27.json
28,6,0.31998,0.321715,0.32199,0.31998,0.32259,6.243739525477092,3.99725349744161,1.511585791905721,0.7349002361297607,population_generation_28.json
29,6,0.31998,0.321715,0.32199,0.31998,0.32259,6.243739525477092,3.99725349744161,1.511585791905721,0.7349002361297607,population_generation_29.json
30,6,0.31998,0.321715,0.32199,0.31998,0.32259,6.243739525477092,3.99725349744161,1.511585791905721,0.7349002361297607,population_generation_30.json
