generation,pop_size,objective_best,objective_mean,objective_median,objective_min,objective_max,time_total_mean,time_select_mean,time_anc_mean,time_overhead_mean,file
-1,12,0.29251,0.29779833333333333,0.29573,0.29251,0.3183,13.5385848681132,11.440036336580912,1.3633711536725361,0.7351773778597513,population_generation_-1.json
0,6,0.29251,0.2941566666666667,0.2944,0.29251,0.29484,11.636777440706888,9.52886458237966,1.3738598823547363,0.7340529759724935,population_generation_0.json
1,6,0.28976,0.29253500000000004,0.29303,0.28976,0.29417,16.614996989568073,14.65423035621643,1.289717713991801,0.6710489193598429,population_generation_1.json
2,6,0.28976,0.29252166666666674,0.29303,0.28976,0.29409,16.53586669762929,14.616172194480896,1.2653413613637288,0.654353141784668,population_generation_2.json
3,6,0.28887,0.291325,0.29204,0.28887,0.29303,17.16191033522288,15.238636414210001,1.2692594528198242,0.6540144681930542,population_generation_3.json
4,6,0.28887,0.291325,0.29204,0.28887,0.29303,17.16191033522288,15.238636414210001,1.2692594528198242,0.6540144681930542,population_generation_4.json
5,6,0.28887,0.29068999999999995,0.29174,0.28887,0.29184,12.074008504549662,10.17108929157257,1.257051706314087,0.6458675066630045,population_generation_5.json
6,6,0.28571,0.28842333333333336,0.28976,0.28571,0.29009,11.543742140134176,9.640489300092062,1.259856899579366,0.6433959404627482,population_generation_6.json
7,6,0.28571,0.288055,0.28887,0.28571,0.28976,17.063502311706543,15.155082782109579,1.2625348170598347,0.6458847125371298,population_generation_7.json
8,6,0.28449,0.28711,0.28822,0.28449,0.28914,6.623412251472473,4.745077848434448,1.2516009012858074,0.6267335017522176,population_generation_8.json
9,6,0.28449,0.2859783333333333,0.28623,0.28449,0.28822,6.889107187589009,5.001836657524109,1.258101503054301,0.6291690270105997,population_generation_9.json
10,6,0.28449,0.28554,0.28571,0.28449,0.28647,7.227196097373962,5.333675503730774,1.2634783585866292,0.6300422350565592,population_generation_10.json
11,6,0.28449,0.28554,0.28571,0.28449,0.28647,7.227196097373962,5.333675503730774,1.2634783585866292,0.6300422350565592,population_generation_11.json
12,6,0.28449,0.285325,0.28559,0.28449,0.28623,7.933476686477661,6.023440480232239,1.2762130498886108,0.6338231563568115,population_generation_12.json
13,6,0.28449,0.285325,0.28559,0.28449,0.28623,7.933476686477661,6.023440480232239,1.2762130498886108,0.6338231563568115,population_generation_13.json
14,6,0.28449,0.28517333333333333,0.28532,0.28449,0.28571,8.426280816396078,6.478019555409749,1.2988351980845134,0.6494260629018148,population_generation_14.json
15,6,0.28449,0.28497500000000003,0.28518,0.28449,0.28559,8.380581855773926,6.405670404434204,1.3116782903671265,0.6632331609725952,population_generation_15.json
16,6,0.28449,0.2848866666666667,0.28506,0.28449,0.28532,8.760838747024536,6.756584525108337,1.3275283575057983,0.6767258644104004,population_generation_16.json
17,6,0.28442,0.28469833333333333,0.28475,0.28442,0.28506,7.822860876719157,5.846837838490804,1.313899000485738,0.6621240377426147,population_generation_17.json
18,6,0.28442,0.2846533333333333,0.28475,0.28442,0.28495,7.696622530619304,5.705209255218506,1.3184506098429363,0.6729626655578613,population_generation_18.json
19,6,0.28243,0.28423333333333334,0.28452,0.28243,0.28479,16.147640148798626,14.138548851013184,1.3299586772918701,0.6791326204935709,population_generation_19.json
20,6,0.28243,0.28423333333333334,0.28452,0.28243,0.28479,16.147640148798626,14.138548851013184,1.3299586772918701,0.6791326204935709,population_generation_20.json
21,6,0.28243,0.28423333333333334,0.28452,0.28243,0.28479,16.147640148798626,14.138548851013184,1.3299586772918701,0.6791326204935709,population_generation_21.json
22,6,0.28243,0.28423333333333334,0.28452,0.28243,0.28479,16.147640148798626,14.138548851013184,1.3299586772918701,0.6791326204935709,population_generation_22.json
23,6,0.27586,0.28141166666666667,0.28442,0.27586,0.28452,25.567043940226238,23.52306540807088,1.3601242701212566,0.6838542620340983,population_generation_23.json
24,6,0.26837,0.27490166666666666,0.27605,0.26837,0.28243,27.585291663805645,25.430550932884216,1.4300060669581096,0.7247346639633179,population_generation_24.json
25,6,0.26793,0.27172999999999997,0.27286,0.26793,0.27569,10.267050941785177,8.082795341809591,1.434898018836975,0.7493575811386108,population_generation_25.json
26,6,0.26793,0.27092666666666665,0.27286,0.26793,0.27338,11.045133550961813,8.891119678815206,1.430400053660075,0.7236138184865316,population_generation_26.json
27,6,0.26785,0.268515,0.26837,0.26785,0.26995,9.912171721458435,7.7562265793482466,1.432342569033305,0.7236025730768839,population_generation_27.json
28,6,0.26785,0.268515,0.26837,0.26785,0.26995,9.912171721458435,7.7562265793482466,1.432342569033305,0.7236025730768839,population_generation_28.json
29,6,0.26758,0.26811999999999997,0.26813,0.26758,0.26886,9.647799134254456,7.516051530838013,1.421430190404256,0.7103174130121866,population_generation_29.json
30,6,0.26758,0.26811999999999997,0.26813,0.26758,0.26886,9.647799134254456,7.516051530838013,1.421430190404256,0.7103174130121866,population_generation_30.json
