generation,pop_size,objective_best,objective_mean,objective_median,objective_min,objective_max,time_total_mean,time_select_mean,time_anc_mean,time_overhead_mean,file
-1,12,0.2628,0.27259416666666664,0.27406,0.2628,0.27813,6.091327369213104,4.052433212598165,1.341685712337494,0.6972084442774454,population_generation_-1.json
0,6,0.2628,0.2691733333333333,0.27065,0.2628,0.27315,5.605510036150615,3.6091086864471436,1.3092575073242188,0.6871438423792521,population_generation_0.json
1,6,0.2489,0.25972500000000004,0.25994,0.2489,0.26749,6.095624923706055,4.095156788825989,1.355373740196228,0.6450943946838379,population_generation_1.json
2,6,0.2489,0.25760833333333333,0.25965,0.2489,0.25987,5.5868061780929565,3.60078756014506,1.361070950826009,0.6249476671218872,population_generation_2.json
3,6,0.2489,0.25739666666666666,0.25935,0.2489,0.25965,5.610091765721639,3.6690220832824707,1.324147899945577,0.6169217824935913,population_generation_3.json
4,6,0.2489,0.25708333333333333,0.25872,0.2489,0.25935,6.19090994199117,4.108523805936177,1.3973850011825562,0.6850011348724365,population_generation_4.json
5,6,0.2489,0.25708333333333333,0.25872,0.2489,0.25935,6.19090994199117,4.108523805936177,1.3973850011825562,0.6850011348724365,population_generation_5.json
6,6,0.2489,0.2569633333333333,0.25863,0.2489,0.25894,6.3467817306518555,4.250355362892151,1.403878092765808,0.6925482749938965,population_generation_6.json
7,6,0.2489,0.25680000000000003,0.25845,0.2489,0.25872,6.280959089597066,4.216847101847331,1.3882166544596355,0.6758953332901001,population_generation_7.json
8,6,0.2489,0.2566166666666667,0.25814,0.2489,0.25863,6.348057150840759,4.260768493016561,1.4129389921824138,0.6743496656417847,population_generation_8.json
9,6,0.2489,0.25651,0.25799,0.2489,0.25845,6.528836011886597,4.438008427619934,1.4046560128529866,0.6861715714136759,population_generation_9.json
10,6,0.2489,0.25396166666666664,0.25762,0.2489,0.25799,7.4575217962265015,5.3706661860148115,1.405822992324829,0.6810326178868612,population_generation_10.json
11,6,0.24723,0.2496733333333333,0.24982,0.24723,0.25264,13.48013154665629,11.391321380933126,1.4056344032287598,0.6831757624944051,population_generation_11.json
12,6,0.24723,0.24859833333333334,0.2489,0.24723,0.24976,13.753690044085184,11.678097605705261,1.3804299434026082,0.6951624949773153,population_generation_12.json
13,6,0.24723,0.24852166666666667,0.2489,0.24723,0.2493,13.524259765942892,11.486169457435608,1.3629480600357056,0.675142248471578,population_generation_13.json
14,6,0.24723,0.24852166666666667,0.2489,0.24723,0.2493,13.524259765942892,11.486169457435608,1.3629480600357056,0.675142248471578,population_generation_14.json
15,6,0.24723,0.24852166666666667,0.2489,0.24723,0.2493,13.524259765942892,11.486169457435608,1.3629480600357056,0.675142248471578,population_generation_15.json
16,6,0.24296,0.24746500000000002,0.24874,0.24296,0.24899,22.357269128163654,20.307453831036884,1.375950296719869,0.673865000406901,population_generation_16.json
17,6,0.24296,0.24742999999999996,0.24874,0.24296,0.2489,22.65198214848836,20.604154030481975,1.381555438041687,0.6662726799647013,population_generation_17.json
18,6,0.24296,0.246665,0.24723,0.24296,0.24874,46.14064637819926,44.08724125226339,1.3726259469985962,0.6807791789372762,population_generation_18.json
19,6,0.24296,0.246665,0.24723,0.24296,0.24874,46.14064637819926,44.08724125226339,1.3726259469985962,0.6807791789372762,population_generation_19.json
20,6,0.24296,0.246665,0.24723,0.24296,0.24874,46.14064637819926,44.08724125226339,1.3726259469985962,0.6807791789372762,population_generation_20.json
21,6,0.24296,0.246665,0.24723,0.24296,0.24874,46.14064637819926,44.08724125226339,1.3726259469985962,0.6807791789372762,population_generation_21.json
22,6,0.21262,0.23269333333333334,0.24296,0.21262,0.24691,91.18191500504811,89.17542278766632,1.3420910437901814,0.6644011735916138,population_generation_22.json
23,6,0.21262,0.22631500000000002,0.2247,0.21262,0.24296,74.1691282192866,72.2345342238744,1.2941110531489055,0.6404829422632853,population_generation_23.json
24,6,0.2121,0.22117166666666668,0.22279,0.2121,0.23673,75.46007680892944,73.54333639144897,1.2766305208206177,0.6401098966598511,population_generation_24.json
25,6,0.2121,0.21707833333333335,0.21809,0.2121,0.2247,73.1133068005244,71.1860899925232,1.2897599538167317,0.6374568541844686,population_generation_25.json
26,6,0.2121,0.21556500000000003,0.21562,0.2121,0.22279,67.71279919147491,65.79185668627422,1.2827978531519573,0.6381446520487467,population_generation_26.json
27,6,0.2121,0.21556500000000003,0.21562,0.2121,0.22279,67.71279919147491,65.79185668627422,1.2827978531519573,0.6381446520487467,population_generation_27.json
28,6,0.20305,0.211635,0.21262,0.20305,0.21562,129.66431621710458,127.75732437769572,1.2883612314860027,0.618630607922872,population_generation_28.json
29,6,0.20305,0.21141333333333334,0.21262,0.20305,0.21429,129.69199772675833,127.79222130775452,1.2822014888127644,0.61757493019104,population_generation_29.json
30,6,0.20305,0.21141333333333334,0.21262,0.20305,0.21429,129.69199772675833,127.79222130775452,1.2822014888127644,0.61757493019104,population_generation_30.json
