method,step,fraction_removed,stage,node,degree_pct,core_pct,betweenness_pct,clustering_pct,eigenvector_pct,unvisited_neighbor_ratio
Evolved best,1,0.00033422459893048126,Stage 1,118,0.9993313273152792,0.9541959210966232,1.0,0.03844867937144768,0.9956536275493146,1.0
Evolved best,2,0.0006684491978609625,Stage 1,36,0.9856235372785022,0.8620862587763289,0.9996656636576395,0.03878301571380809,0.8809762621196924,0.9958847736625515
Evolved best,3,0.001002673796791444,Stage 1,17,0.9973253092611167,0.9541959210966232,0.9993313273152792,0.04045469742561016,0.9939819458375125,0.9957627118644068
Evolved best,4,0.001336898395721925,Stage 1,22,0.9996656636576395,0.9541959210966232,0.9989969909729187,0.03978602474088933,0.9993313273152792,1.0
Evolved best,5,0.0016711229946524064,Stage 1,581,0.9979939819458375,0.9541959210966232,0.9986626546305584,0.04145770645269141,0.9966566365763958,0.9918032786885246
Evolved best,6,0.002005347593582888,Stage 1,16,1.0,0.9541959210966232,0.9983283182881979,0.041123370110330994,1.0,0.9936708860759493
Evolved best,7,0.002339572192513369,Stage 1,26,0.9976596456034771,0.9541959210966232,0.9979939819458375,0.04312938816449348,0.9973253092611167,0.9896694214876033
Evolved best,8,0.00267379679144385,Stage 1,84,0.9956536275493146,0.9541959210966232,0.9976596456034771,0.04212637913741224,0.9926446004680709,0.995
Evolved best,9,0.0030080213903743314,Stage 1,161,0.9989969909729187,0.9541959210966232,0.9973253092611167,0.042795051822133064,0.9989969909729187,0.9862475442043221
Evolved best,10,0.0033422459893048127,Stage 1,27,0.9896355733868272,0.8836509528585758,0.9969909729187563,0.057505850885991305,0.9341357405549984,0.9774436090225563
Evolved best,11,0.003676470588235294,Stage 1,112,0.9986626546305584,0.9541959210966232,0.9963223002340355,0.04446673353393514,0.9996656636576395,0.984251968503937
Evolved best,12,0.004010695187165776,Stage 1,258,0.9964894684052157,0.9541959210966232,0.9966566365763958,0.05249080575058509,0.9983283182881979,0.9779411764705882
Evolved best,13,0.004344919786096257,Stage 1,191,0.9899699097291875,0.8836509528585758,0.995987963891675,0.041792042795051824,0.9374791039786025,0.9814126394052045
Evolved best,14,0.004679144385026738,Stage 1,127,0.9983283182881979,0.9541959210966232,0.9956536275493146,0.04246071547977265,0.9979939819458375,0.983640081799591
Evolved best,15,0.005013368983957219,Stage 1,121,0.995987963891675,0.9541959210966232,0.9953192912069542,0.04012036108324975,0.9933132731527917,0.9803439803439803
Evolved best,16,0.0053475935828877,Stage 1,80,0.9969909729187563,0.9541959210966232,0.9949849548645938,0.04379806084921431,0.9976596456034771,0.9850427350427351
Evolved best,17,0.005681818181818182,Stage 1,1015,0.9893012370444667,0.9541959210966232,0.9946506185222334,0.05616850551654965,0.9511868940153795,0.9621212121212122
Evolved best,18,0.006016042780748663,Stage 1,29,0.9919759277833501,0.9541959210966232,0.994316282179873,0.048813105984620526,0.9899699097291875,0.9638157894736842
Evolved best,19,0.006350267379679145,Stage 1,32,0.9964894684052157,0.9541959210966232,0.9939819458375125,0.04948177866934136,0.9986626546305584,0.9681372549019608
Evolved best,20,0.0066844919786096255,Stage 1,414,0.994316282179873,0.9541959210966232,0.9936476094951521,0.04981611501170177,0.994316282179873,0.9573863636363636
Evolved best,21,0.007018716577540107,Stage 1,44,0.9913072550986293,0.8995319291206955,0.9933132731527917,0.044132397191574725,0.9441658308258107,0.9795918367346939
Evolved best,22,0.007352941176470588,Stage 1,122,0.9936476094951521,0.9541959210966232,0.9929789368104313,0.04714142427281846,0.9916415914409896,0.972809667673716
Evolved best,23,0.00768716577540107,Stage 1,21,0.9953192912069542,0.9541959210966232,0.9926446004680709,0.05215646940822467,0.9969909729187563,0.961218836565097
Evolved best,24,0.008021390374331552,Stage 1,33,0.9929789368104313,0.9541959210966232,0.9923102641257104,0.045804078903376795,0.9896355733868272,0.9722222222222222
Evolved best,25,0.008355614973262033,Stage 1,49,0.9799398194583752,0.9541959210966232,0.9919759277833501,0.04513540621865597,0.970912738214644,0.9497716894977168
Evolved best,26,0.008689839572192513,Stage 1,790,0.9949849548645938,0.9541959210966232,0.9916415914409896,0.05015045135406219,0.995987963891675,0.9467787114845938
Evolved best,27,0.009024064171122994,Stage 1,24,0.9886325643597459,0.9541959210966232,0.9913072550986293,0.052825142092945504,0.972584419926446,0.9538461538461539
Evolved best,28,0.009358288770053475,Stage 1,30,0.9874623871614845,0.9541959210966232,0.9909729187562688,0.05549983283182882,0.9836175192243397,0.9362549800796812
Evolved best,29,0.009692513368983958,Stage 1,28,0.9939819458375125,0.9541959210966232,0.990304246071548,0.05182213306586426,0.9953192912069542,0.9469026548672567
Evolved best,30,0.010026737967914439,Stage 1,14,0.9906385824139083,0.9541959210966232,0.9906385824139083,0.05784018722835172,0.990304246071548,0.9548611111111112
Evolved best,31,0.01036096256684492,Stage 1,34,0.9923102641257104,0.9541959210966232,0.9899699097291875,0.04914744232698094,0.9923102641257104,0.9475409836065574
Evolved best,32,0.0106951871657754,Stage 1,439,0.9946506185222334,0.9541959210966232,0.9896355733868272,0.054496823804747574,0.9963223002340355,0.940677966101695
Evolved best,33,0.011029411764705883,Stage 1,801,0.9647275158809763,0.9541959210966232,0.9893012370444667,0.07255098629220996,0.9625543296556336,0.903954802259887
Evolved best,34,0.011363636363636364,Stage 1,806,0.9916415914409896,0.9541959210966232,0.9886325643597459,0.05148779672350384,0.9906385824139083,0.9391891891891891
Evolved best,35,0.011697860962566845,Stage 1,31,0.9710799063858241,0.7133065864259445,0.9889669007021064,0.07756603142761619,0.8030758943497158,0.9528795811518325
Evolved best,36,0.012032085561497326,Stage 1,160,0.9882982280173855,0.8995319291206955,0.9882982280173855,0.04747576061517887,0.9431628217987296,0.9768339768339769
Evolved best,37,0.012366310160427808,Stage 1,849,0.9933132731527917,0.9541959210966232,0.9876295553326646,0.056502841858910066,0.9949849548645938,0.9388379204892966
Evolved best,38,0.01270053475935829,Stage 1,282,0.9926446004680709,0.9541959210966232,0.9879638916750251,0.05850885991307255,0.9946506185222334,0.9354838709677419
Evolved best,39,0.01303475935828877,Stage 1,440,0.9866265463055834,0.9541959210966232,0.9869608826479438,0.055165496489468405,0.9816115011701771,0.927710843373494
Evolved best,40,0.013368983957219251,Stage 1,698,0.983116014710799,0.9541959210966232,0.9872952189903043,0.07455700434637245,0.9699097291875627,0.9385964912280702
Evolved best,41,0.013703208556149732,Stage 1,245,0.9909729187562688,0.9541959210966232,0.9866265463055834,0.06084921430959545,0.9936476094951521,0.9209621993127147
Evolved best,42,0.014037433155080214,Stage 1,429,0.9869608826479438,0.9541959210966232,0.986292209963223,0.06686726847208292,0.9769307923771314,0.924
Evolved best,43,0.014371657754010695,Stage 1,1,0.7753259779338014,0.7133065864259445,0.9859578736208626,0.04847876964226011,0.7907054496823804,0.7096774193548387
Evolved best,44,0.014705882352941176,Stage 1,614,0.9889669007021064,0.9541959210966232,0.9852892009361418,0.0504847876964226,0.9799398194583752,0.9581749049429658
Evolved best,45,0.015040106951871657,Stage 1,126,0.976596456034771,0.8620862587763289,0.9849548645937813,0.05382815112002675,0.8883316616516216,0.9710144927536232
Evolved best,46,0.01537433155080214,Stage 1,101,0.9819458375125376,0.9541959210966232,0.9856235372785022,0.06252089602139753,0.9859578736208626,0.8968609865470852
Evolved best,47,0.01570855614973262,Stage 1,2,0.5927783350050151,0.2651287194918088,0.9842861919090605,0.03811434302908726,0.4279505182213307,0.8717948717948718
Evolved best,48,0.016042780748663103,Stage 1,831,0.981444332998997,0.9541959210966232,0.9846205282514209,0.055834169174189235,0.9796054831160147,0.8963963963963963
Evolved best,49,0.016377005347593582,Stage 1,290,0.9841190237378803,0.9541959210966232,0.9839518555667001,0.059846205282514206,0.9839518555667001,0.8831168831168831
Evolved best,50,0.016711229946524065,Stage 1,15,0.9874623871614845,0.9541959210966232,0.9836175192243397,0.06051487796723504,0.9882982280173855,0.9083665338645418
Evolved best,51,0.017045454545454544,Stage 1,123,0.990304246071548,0.9541959210966232,0.9832831828819792,0.06151788699431628,0.9929789368104313,0.9295774647887324
Evolved best,52,0.017379679144385027,Stage 1,413,0.9750919424941491,0.9541959210966232,0.9829488465396189,0.08893346706787028,0.9615513206285523,0.9019607843137255
Evolved best,53,0.01771390374331551,Stage 1,1102,0.9680708793045804,0.9541959210966232,0.9826145101972584,0.08224674022066199,0.9572049481778669,0.8864864864864865
Evolved best,54,0.01804812834224599,Stage 1,128,0.9332998996990973,0.7509194249414911,0.9812771648278168,0.043463724506853894,0.7940488131059846,0.9153846153846154
Evolved best,55,0.01838235294117647,Stage 1,1105,0.9781009695753928,0.9541959210966232,0.9822801738548981,0.08391842193246406,0.9722500835840856,0.8767772511848341
Evolved best,56,0.01871657754010695,Stage 1,711,0.9662320294215981,0.9541959210966232,0.9819458375125376,0.09294550317619525,0.9555332664660648,0.8603351955307262
Evolved best,57,0.019050802139037433,Stage 1,4,0.8535606820461384,0.8149448345035105,0.980608492143096,0.05683717820127048,0.8555667001003009,0.7804878048780488
Evolved best,58,0.019385026737967916,Stage 1,114,0.974256101638248,0.9541959210966232,0.9796054831160147,0.05081912403878302,0.9622199933132731,0.9306930693069307
Evolved best,59,0.019719251336898395,Stage 1,7,0.9720829154129054,0.9541959210966232,0.9809428284854563,0.062186559679037114,0.954864593781344,0.9114583333333334
Evolved best,60,0.020053475935828877,Stage 1,50,0.9720829154129054,0.7133065864259445,0.9816115011701771,0.0986292209963223,0.7335339351387495,0.9479166666666666
Evolved best,61,0.02038770053475936,Stage 1,1466,0.9760949515212304,0.8995319291206955,0.9786024740889334,0.044801069876295556,0.9424941491140086,0.941747572815534
Evolved best,62,0.02072192513368984,Stage 1,579,0.9846205282514209,0.9541959210966232,0.9799398194583752,0.07823470411233702,0.9919759277833501,0.8638297872340426
Evolved best,63,0.021056149732620322,Stage 1,111,0.9852892009361418,0.9541959210966232,0.9789368104312939,0.06853895018388499,0.9846205282514209,0.8801652892561983
Evolved best,64,0.0213903743315508,Stage 1,700,0.968572383818121,0.9541959210966232,0.9792711467736543,0.1123370110330993,0.9702440655299231,0.8440860215053764
Evolved best,65,0.021724598930481284,Stage 1,1285,0.9597124707455701,0.8836509528585758,0.9779338014042126,0.06787027749916416,0.9103978602474089,0.9341317365269461
Evolved best,66,0.022058823529411766,Stage 1,40,0.9836175192243397,0.9541959210966232,0.9769307923771314,0.06318956870611836,0.986292209963223,0.9126637554585153
Evolved best,67,0.022393048128342245,Stage 1,511,0.9841190237378803,0.9541959210966232,0.9782681377465731,0.07489134068873286,0.9893012370444667,0.8484848484848485
Evolved best,68,0.022727272727272728,Stage 1,10,0.9739217652958877,0.9541959210966232,0.9772651287194918,0.06552992310264126,0.976596456034771,0.885
Evolved best,69,0.023061497326203207,Stage 1,870,0.8849882982280174,0.9541959210966232,0.9802741558007355,0.19692410565028418,0.925777331995988,0.776595744680851
Evolved best,70,0.02339572192513369,Stage 1,810,0.9807756603142762,0.9541959210966232,0.9775994650618522,0.07723169508525576,0.9829488465396189,0.8506787330316742
Evolved best,71,0.023729946524064172,Stage 1,162,0.9565362754931461,0.8995319291206955,0.974256101638248,0.04546974256101638,0.9007021063189569,0.9433962264150944
Evolved best,72,0.02406417112299465,Stage 1,117,0.986292209963223,0.9541959210966232,0.9755934470076897,0.06118355065195587,0.9876295553326646,0.8790322580645161
Evolved best,73,0.024398395721925134,Stage 1,701,0.9859578736208626,0.9541959210966232,0.9759277833500501,0.0688732865262454,0.9913072550986293,0.8734693877551021
Evolved best,74,0.024732620320855617,Stage 1,195,0.9879638916750251,0.9541959210966232,0.9745904379806085,0.05917753259779338,0.9889669007021064,0.8992248062015504
Evolved best,75,0.025066844919786096,Stage 1,833,0.983116014710799,0.9541959210966232,0.9752591106653293,0.08090939485122033,0.9872952189903043,0.8552631578947368
Evolved best,76,0.02540106951871658,Stage 1,466,0.9264460046807088,0.9541959210966232,0.976596456034771,0.1280508191240388,0.9521899030424608,0.7967479674796748
Evolved best,77,0.025735294117647058,Stage 1,116,0.9789368104312939,0.8995319291206955,0.9739217652958877,0.0595118689401538,0.941156803744567,0.9537037037037037
Evolved best,78,0.02606951871657754,Stage 1,1185,0.8719491808759612,0.7509194249414911,0.9762621196924106,0.1444332998996991,0.8211300568371782,0.7555555555555555
Evolved best,79,0.026403743315508023,Stage 1,785,0.958876629889669,0.9541959210966232,0.9749247743229689,0.12704781009695754,0.9762621196924106,0.7710843373493976
Evolved best,80,0.026737967914438502,Stage 1,1458,0.9557004346372451,0.7133065864259445,0.9729187562688064,0.07188231360748913,0.7833500501504513,0.930379746835443
Evolved best,81,0.027072192513368985,Stage 1,628,0.958040789033768,0.9541959210966232,0.972584419926446,0.07422266800401203,0.9595453025743899,0.8353658536585366
Evolved best,82,0.027406417112299464,Stage 1,788,0.9597124707455701,0.9541959210966232,0.9732530926111669,0.08124373119358075,0.9538615847542627,0.8383233532934131
Evolved best,83,0.027740641711229946,Stage 1,702,0.9324640588431963,0.9541959210966232,0.9735874289535272,0.1240387830157138,0.9371447676362421,0.8372093023255814
Evolved best,84,0.02807486631016043,Stage 1,420,0.9760949515212304,0.9541959210966232,0.9719157472417251,0.09027081243731194,0.9558676028084253,0.8592233009708737
Evolved best,85,0.028409090909090908,Stage 1,137,0.9822801738548981,0.9541959210966232,0.9702440655299231,0.06586425944500167,0.9842861919090605,0.8755555555555555
Evolved best,86,0.02874331550802139,Stage 1,624,0.9704112337011033,0.9541959210966232,0.9712470745570043,0.08960213975259111,0.9822801738548981,0.7789473684210526
Evolved best,87,0.029077540106951873,Stage 1,269,0.9647275158809763,0.9541959210966232,0.970912738214644,0.0758943497158141,0.9428284854563691,0.903954802259887
Evolved best,88,0.029411764705882353,Stage 1,415,0.973420260782347,0.9541959210966232,0.9705784018722835,0.0779003677699766,0.9782681377465731,0.803030303030303
Evolved best,89,0.029745989304812835,Stage 1,47,0.940320962888666,0.7133065864259445,0.9722500835840856,0.15646940822467403,0.7228351721832164,0.8985507246376812
Evolved best,90,0.030080213903743314,Stage 1,142,0.9670678702774992,0.7953861584754263,0.9695753928452022,0.08358408559010365,0.8826479438314945,0.9005524861878453
Evolved best,91,0.030414438502673797,Stage 1,266,0.9770979605483116,0.9541959210966232,0.9689067201604814,0.07656302240053493,0.9849548645937813,0.8125
Evolved best,92,0.03074866310160428,Stage 1,299,0.9695753928452022,0.9541959210966232,0.9692410565028419,0.08625877632898696,0.968572383818121,0.8412698412698413
Evolved best,93,0.03108288770053476,Stage 1,1112,0.9043798060849214,0.8620862587763289,0.9715814108993648,0.20595118689401537,0.8716148445336008,0.7788461538461539
Evolved best,94,0.03141711229946524,Stage 1,1226,0.9607154797726513,0.7133065864259445,0.9699097291875627,0.1671681711802073,0.7853560682046138,0.8816568047337278
Evolved best,95,0.031751336898395724,Stage 1,358,0.9781009695753928,0.9541959210966232,0.9682380474757606,0.07288532263457038,0.9792711467736543,0.8720379146919431
Evolved best,96,0.03208556149732621,Stage 1,364,0.9538615847542627,0.8995319291206955,0.9679037111334002,0.06285523236375794,0.9237713139418254,0.8910256410256411
Evolved best,97,0.03241978609625668,Stage 1,459,0.9557004346372451,0.9541959210966232,0.968572383818121,0.14008692744901372,0.9471748579070545,0.7784810126582279
Evolved best,98,0.032754010695187165,Stage 1,73,0.9755934470076897,0.9541959210966232,0.9675693747910398,0.07154797726512872,0.9772651287194918,0.8390243902439024
Evolved best,99,0.03308823529411765,Stage 1,158,0.9647275158809763,0.8995319291206955,0.9652290203945169,0.04613841524573721,0.9144098963557339,0.9209039548022598
Evolved best,100,0.03342245989304813,Stage 1,130,0.9597124707455701,0.8836509528585758,0.9672350384486794,0.10297559344700769,0.9087261785356068,0.9041916167664671
